TIPO_DOCUMENTO|NRO_IDENTIFICACION_FISCAL|RAZON_SOCIAL|COD_CLIENTE|COD_CUENTA|SISTEMA|FACTURA_AFECTADA|FECHA_PAGO|MONEDA_FACTURA|SUBTOTAL|IGV|MONTO_PAGADO
Pago|2090320411|CLIENT_00637|20760906|912598506|AMDOCS|S5AA-0080681091|2026-06-05 00:00:00|PEN|56.83|12.47|69.30
Pago|2056538582|CLIENT_00611|66318716|221040557|AMDOCS|S9AA-0081751603|2026-06-05 00:00:00|PEN|57.34|12.59|69.93
Pago|2048046641|CLIENT_00821|87664306|966975067|AMDOCS|S9AA-0081856287|2026-06-23 00:00:00|PEN|20.03|4.40|24.43
Pago|2074368404|CLIENT_00778|47558285|767682306|AMDOCS|S9AA-0081814775|2026-06-09 00:00:00|PEN|66.41|14.58|80.99
Pago|2040196462|CLIENT_00778|47558285|767682306|AMDOCS|S9AA-0081415599|2026-06-09 00:00:00|PEN|67.10|14.73|81.83
Pago|2082499320|CLIENT_00489|35157575|380443237|AMDOCS|S1AA-0052092815|2026-06-10 00:00:00|PEN|9.99|2.19|12.18
Pago|2007081155|CLIENT_00489|35157575|822801601|AMDOCS|S1AA-0052090446|2026-06-10 00:00:00|PEN|17.16|3.77|20.93
Pago|2032219870|CLIENT_00462|846487901|940692657|AMDOCS|S9AA-0082460147|2026-06-10 00:00:00|PEN|93.82|20.59|114.42
Pago|2010905329|CLIENT_00593|062759521|117084547|AMDOCS|S7AA-0067614544|2026-06-10 00:00:00|PEN|47.30|10.38|57.68
Pago|2086451533|CLIENT_00402|258317531|409349067|AMDOCS|S4AA-0008028366|2026-06-16 00:00:00|PEN|63.08|13.85|76.93
Pago|2011020714|CLIENT_00404|685639431|280877957|AMDOCS|S8AA-0007738164|2026-06-17 00:00:00|PEN|19.80|4.35|24.15
Pago|2025935157|CLIENT_00401|323807011|303050817|AMDOCS|S9AA-0082240550|2026-06-30 00:00:00|PEN|133.74|29.36|163.10
Pago|2097798027|CLIENT_00821|87664306|851638857|AMDOCS|FOBF-00121753|2026-06-28 00:00:00|PEN|.57|.13|.70
Pago|2024297500|CLIENT_00188|377600331|663396657|AMDOCS|S8AA-0008107154|2026-07-16 00:00:00|PEN|1.58|.28|1.86
Pago|2059955585|CLIENT_00200|46430575|827069503|AMDOCS|S1AA-0052784647|2026-07-09 00:00:00|PEN|49.18|8.85|58.03
Pago|2034907056|CLIENT_00200|46430575|316714617|AMDOCS|S1AA-0052786571|2026-07-09 00:00:00|PEN|49.18|8.85|58.03
Pago|2010214687|CLIENT_00200|09362016|737281847|AMDOCS|S9AA-0083274397|2026-07-09 00:00:00|PEN|106.72|19.21|125.93
Pago|2025641005|CLIENT_00530|88180575|033741203|AMDOCS|S1AA-0052954540|2026-07-09 00:00:00|PEN|14.77|2.66|17.43
Pago|2069247617|CLIENT_00120|613467231|809972657|AMDOCS|S9AA-0082673286|2026-07-09 00:00:00|PEN|189.71|34.15|223.86
Pago|2084457504|CLIENT_00941|79350575|166392023|AMDOCS|S1AA-0051716362|2026-07-09 00:00:00|PEN|30.25|5.45|35.70
Pago|2072427775|CLIENT_00594|241572321|683007157|AMDOCS|S9AA-0082867733|2026-07-09 00:00:00|PEN|118.59|21.34|139.93
Pago|2036994236|CLIENT_00594|00573795|897514067|AMDOCS|S9AA-0082512961|2026-07-09 00:00:00|PEN|88.92|16.01|104.93
Pago|2007644775|CLIENT_00890|68757095|857480406|AMDOCS|S9AA-0081918887|2026-07-11 00:00:00|PEN|95.15|17.13|112.28
Pago|2089000675|CLIENT_00890|68757095|857480406|AMDOCS|S9AA-0083236130|2026-07-11 00:00:00|PEN|92.96|16.73|109.69
Pago|2059937005|CLIENT_00054|77299695|098279857|AMDOCS|S9AA-0083165796|2026-07-14 00:00:00|PEN|100.79|18.14|118.93
Pago|2042460785|CLIENT_00054|32045595|727955406|AMDOCS|S9AA-0082702170|2026-07-14 00:00:00|PEN|78.84|14.19|93.03
Pago|2010590234|CLIENT_00463|649332521|912571447|AMDOCS|S3AA-0078974733|2026-07-14 00:00:00|PEN|18.98|3.42|22.40
Pago|2016322780|CLIENT_00121|58706806|283368506|AMDOCS|S9AA-0083228672|2026-07-14 00:00:00|PEN|16.61|2.99|19.60
Pago|2029817021|CLIENT_00178|69717575|309099501|AMDOCS|S1AA-0051702402|2026-06-13 00:00:00|PEN|19.63|4.31|23.94
Pago|2005956371|CLIENT_00911|328548921|896983857|AMDOCS|S8AA-0007545730|2026-06-16 00:00:00|PEN|134.55|29.53|164.08
Pago|2095631015|CLIENT_00188|377600331|663396657|AMDOCS|S8AA-0007697869|2026-06-17 00:00:00|PEN|22.90|5.03|27.93
Pago|2045929342|CLIENT_00838|557615821|172961957|AMDOCS|S9AA-0081648645|2026-06-17 00:00:00|PEN|74.56|16.37|90.93
Pago|2008388940|CLIENT_00121|22275575|578304917|AMDOCS|S1AA-0052044969|2026-06-19 00:00:00|PEN|21.75|4.78|26.53
Pago|2086007246|CLIENT_00809|40727195|010068147|AMDOCS|S9AA-0082078300|2026-06-19 00:00:00|PEN|72.27|15.86|88.13
Pago|2047423588|CLIENT_00258|383387231|747803657|AMDOCS|S9AA-0083216228|2026-07-23 00:00:00|PEN|129.91|23.39|153.30
Pago|2023890762|CLIENT_00462|846487901|940692657|AMDOCS|S9AA-0082919124|2026-07-23 00:00:00|PEN|100.85|18.15|119.00
Pago|2092594405|CLIENT_00877|455746231|783256957|AMDOCS|S4AA-0008034280|2026-06-30 00:00:00|PEN|77.20|16.95|94.15
Pago|2001348802|CLIENT_00013|87633575|456087043|AMDOCS|S3AA-0079274693|2026-06-30 00:00:00|PEN|35.30|7.75|43.05
Pago|2089535250|CLIENT_00436|62547185|614671306|AMDOCS|S5AA-0080871064|2026-06-30 00:00:00|PEN|60.84|13.36|74.20
Pago|2051455945|CLIENT_00309|539747421|726472347|AMDOCS|S1AA-0051957254|2026-06-24 00:00:00|PEN|14.92|3.28|18.20
Pago|2049524087|CLIENT_00309|894647421|036472347|AMDOCS|S1AA-0051725598|2026-06-24 00:00:00|PEN|14.92|3.28|18.20
Pago|2003449498|CLIENT_00973|043518221|363042067|AMDOCS|S9AA-0082852205|2026-07-16 00:00:00|PEN|65.20|11.74|76.93
Pago|2001133274|CLIENT_00821|87664306|851638857|AMDOCS|S9AA-0083174162|2026-07-16 00:00:00|PEN|20.71|3.72|24.43
Pago|2079665047|CLIENT_00821|87664306|300248857|AMDOCS|S9AA-0083174167|2026-07-16 00:00:00|PEN|20.71|3.72|24.43
Pago|2019048758|CLIENT_00821|87664306|110248857|AMDOCS|S9AA-0083174168|2026-07-16 00:00:00|PEN|20.71|3.72|24.43
Pago|2048385869|CLIENT_00821|87664306|771448857|AMDOCS|S9AA-0083174175|2026-07-16 00:00:00|PEN|23.67|4.26|27.93
Pago|2048660186|CLIENT_00821|87664306|371448857|AMDOCS|S9AA-0083174174|2026-07-16 00:00:00|PEN|20.71|3.72|24.43
Pago|2024769193|CLIENT_00821|87664306|181448857|AMDOCS|S9AA-0083174176|2026-07-16 00:00:00|PEN|20.71|3.72|24.43
Pago|2002283861|CLIENT_00821|87664306|642938857|AMDOCS|S9AA-0083174163|2026-07-16 00:00:00|PEN|20.71|3.72|24.43
Pago|2042174552|CLIENT_00821|87664306|879148857|AMDOCS|S9AA-0083174165|2026-07-16 00:00:00|PEN|20.71|3.72|24.43
Pago|2050745744|CLIENT_00821|87664306|379148857|AMDOCS|S9AA-0083174164|2026-07-16 00:00:00|PEN|20.71|3.72|24.43
Pago|2053039878|CLIENT_00821|87664306|961448857|AMDOCS|S9AA-0083174173|2026-07-16 00:00:00|PEN|20.71|3.72|24.43
Pago|2042224086|CLIENT_00821|87664306|100248857|AMDOCS|S9AA-0083174166|2026-07-16 00:00:00|PEN|20.71|3.72|24.43
Pago|2015309171|CLIENT_00821|87664306|786348857|AMDOCS|S9AA-0083174171|2026-07-16 00:00:00|PEN|20.71|3.72|24.43
Pago|2004210755|CLIENT_00824|681257721|108906847|AMDOCS|S3AA-0079572255|2026-07-06 00:00:00|PEN|.32|.06|.38
Pago|2027304492|CLIENT_00463|649332521|912571447|AMDOCS|S3AA-0080131251|2026-07-14 00:00:00|PEN|6.96|1.25|8.21
Pago|2093437777|CLIENT_00436|41977575|447751601|AMDOCS|S7AA-0068696168|2026-07-18 00:00:00|PEN|36.48|6.57|43.05
Pago|2094885064|CLIENT_00594|04541595|183725406|AMDOCS|S9AA-0082846277|2026-07-13 00:00:00|PEN|88.27|15.89|104.16
Pago|2012140346|CLIENT_00594|241572321|215104047|AMDOCS|S9AA-0082866423|2026-07-13 00:00:00|PEN|80.62|14.51|95.13
Pago|2084667720|CLIENT_00491|34863575|160706563|AMDOCS|S1AA-0052628908|2026-07-13 00:00:00|PEN|61.99|11.16|73.15
Pago|2000440108|CLIENT_00453|305469511|961094627|AMDOCS|S9AA-0082517567|2026-07-13 00:00:00|PEN|20.35|3.66|24.01
Pago|2052206183|CLIENT_00058|373089521|485148747|AMDOCS|S8AA-0007797179|2026-07-13 00:00:00|PEN|26.70|4.81|31.50
Pago|2066968595|CLIENT_00835|84725595|249565406|AMDOCS|S9AA-0082914105|2026-07-15 00:00:00|PEN|125.59|22.60|148.19
Pago|2049796595|CLIENT_00835|83425595|059565406|AMDOCS|S9AA-0082829399|2026-07-15 00:00:00|PEN|94.86|17.07|111.93
Pago|2034797127|CLIENT_00188|665256511|453496657|AMDOCS|S5AA-0082113258|2026-07-22 00:00:00|PEN|47.58|8.56|56.14
Pago|2008757171|CLIENT_00821|87664306|966975067|AMDOCS|S9AA-0083174589|2026-07-25 00:00:00|PEN|20.67|3.72|24.40
Pago|2037234204|CLIENT_00007|375143221|891428847|AMDOCS|S1AA-0052849132|2026-07-25 00:00:00|PEN|47.40|8.53|55.93
Pago|2083087437|CLIENT_00371|118091211|812820337|AMDOCS|S7AA-0068672092|2026-06-27 00:00:00|PEN|20.03|4.40|24.43
Pago|2032256410|CLIENT_00687|842962221|389931837|AMDOCS|S1AA-0052058837|2026-06-27 00:00:00|PEN|14.01|3.07|17.08
Pago|2014666572|CLIENT_00617|28716716|894805657|AMDOCS|S5AA-0081508694|2026-06-27 00:00:00|PEN|97.52|21.41|118.93
Pago|2063773311|CLIENT_00701|064292|64201200|ISIS|S300-254536|2026-07-08 00:00:00|PEN|770.60|138.71|909.30
Pago|2005539193|CLIENT_00228|07000575|366960803|AMDOCS|S1AA-0052825507|2026-07-10 00:00:00|PEN|14.77|2.66|17.43
Pago|2098104157|CLIENT_00228|07000575|297680803|AMDOCS|S1AA-0052825510|2026-07-10 00:00:00|PEN|14.77|2.66|17.43
Pago|2062204675|CLIENT_00228|07000575|262897373|AMDOCS|S1AA-0052826368|2026-07-10 00:00:00|PEN|14.83|2.67|17.50
Pago|2003562912|CLIENT_00539|944561521|068808547|AMDOCS|S8AA-0007920722|2026-07-13 00:00:00|PEN|109.63|19.73|129.36
Pago|2084339331|CLIENT_00536|93721575|367487401|AMDOCS|S7AA-0068033699|2026-07-13 00:00:00|PEN|26.40|4.75|31.15
Pago|2053125283|CLIENT_00112|57294206|391452457|AMDOCS|S9AA-0083148050|2026-07-15 00:00:00|PEN|103.93|18.70|122.64
Pago|2043285479|CLIENT_00491|53863575|609978353|AMDOCS|S3AA-0080024787|2026-07-19 00:00:00|PEN|19.82|3.57|23.38
Pago|2059281997|CLIENT_00821|87664306|966975067|AMDOCS|S9AA-0083174589|2026-06-23 00:00:00|PEN|2.67|.59|3.26
Pago|2072637617|CLIENT_00752|746839331|812763857|AMDOCS|S8AA-0007618947|2026-07-03 00:00:00|PEN|110.15|24.18|134.33
Pago|2044945237|CLIENT_00291|62712575|083730423|AMDOCS|S3AA-0078780308|2026-07-03 00:00:00|PEN|27.27|5.99|33.25
Pago|2028277844|CLIENT_00283|81629595|405689757|AMDOCS|S9AA-0082648061|2026-07-03 00:00:00|PEN|97.52|21.41|118.93
Pago|2013675965|CLIENT_00283|53376585|467155237|AMDOCS|S9AA-0082806200|2026-07-03 00:00:00|PEN|103.84|22.79|126.63
Pago|2087841208|CLIENT_00474|81624306|258533506|AMDOCS|S5AA-0081771593|2026-07-21 00:00:00|PEN|119.77|21.56|141.33
Pago|2046134299|CLIENT_00821|700649801|375458067|AMDOCS|S9AA-0082115801|2026-07-21 00:00:00|PEN|9.32|1.68|10.99
Pago|2069574012|CLIENT_00283|83687795|897468947|AMDOCS|S5AA-0081911493|2026-07-21 00:00:00|PEN|115.56|20.80|136.36
Pago|2000121758|CLIENT_00553|287712321|306693047|AMDOCS|S3AA-0079325671|2026-07-02 00:00:00|PEN|53.15|11.67|64.82
Pago|2044354863|CLIENT_00913|101105521|780218447|AMDOCS|S5AA-0080919063|2026-07-02 00:00:00|PEN|45.86|10.07|55.93
Pago|2098279770|CLIENT_00182|602132321|813797847|AMDOCS|S5AA-0080955893|2026-07-02 00:00:00|PEN|18.31|4.02|22.33
Pago|2069910455|CLIENT_00192|89345575|465296247|AMDOCS|S3AA-0079307058|2026-07-02 00:00:00|PEN|24.62|5.41|30.03
Pago|2016021273|CLIENT_00192|89345575|303701283|AMDOCS|S3AA-0079303931|2026-07-02 00:00:00|PEN|68.82|15.11|83.93
Pago|2097132036|CLIENT_00192|89345575|883265447|AMDOCS|S3AA-0079307311|2026-07-02 00:00:00|PEN|41.84|9.19|51.03
Pago|2028438358|CLIENT_00192|89345575|287892337|AMDOCS|S3AA-0079305658|2026-07-02 00:00:00|PEN|20.03|4.40|24.43
Pago|2023119208|CLIENT_00003|00742575|867628823|AMDOCS|S7AA-0068572792|2026-07-08 00:00:00|PEN|44.66|9.80|54.46
Pago|2058375920|CLIENT_00003|00742575|887507517|AMDOCS|S7AA-0068574131|2026-07-08 00:00:00|PEN|47.58|10.45|58.03
Pago|2051919649|CLIENT_00401|323807011|303050817|AMDOCS|S9AA-0082703531|2026-07-07 00:00:00|PEN|133.74|29.36|163.10
Pago|2099913198|CLIENT_00654|16220516|226184557|AMDOCS|S5AA-0081356036|2026-07-07 00:00:00|PEN|40.12|8.81|48.93
Pago|2007768278|CLIENT_00701|064292|64201200|ISIS|S300-256455|2026-07-31 00:00:00|PEN|770.60|138.71|909.30
Pago|2058796181|CLIENT_00941|79350575|166392023|AMDOCS|S1AA-0053016103|2026-07-31 00:00:00|PEN|43.25|7.78|51.03
Pago|2008987824|CLIENT_00491|53863575|663401443|AMDOCS|S3AA-0080024658|2026-07-31 00:00:00|PEN|46.21|8.32|54.53
Pago|2063868713|CLIENT_00491|53863575|854401443|AMDOCS|S3AA-0080024660|2026-07-31 00:00:00|PEN|46.21|8.32|54.53
Pago|2053436973|CLIENT_00491|53863575|683401443|AMDOCS|S3AA-0080024659|2026-07-31 00:00:00|PEN|46.21|8.32|54.53
Pago|2058008787|CLIENT_00188|377600331|663396657|AMDOCS|S8AA-0007798291|2026-07-16 00:00:00|PEN|26.34|4.74|31.08
Pago|2091900348|CLIENT_00838|557615821|172961957|AMDOCS|S9AA-0082979275|2026-07-17 00:00:00|PEN|100.79|18.14|118.93
Pago|2032149032|CLIENT_00283|83687795|897468947|AMDOCS|S5AA-0081188364|2026-06-26 00:00:00|PEN|111.82|24.54|136.36
Pago|2072941080|CLIENT_00530|08180575|603244403|AMDOCS|S3AA-0079283653|2026-06-26 00:00:00|PEN|14.35|3.15|17.50
Pago|2046916374|CLIENT_00711|22517785|454977306|AMDOCS|S5AA-0080841885|2026-06-26 00:00:00|PEN|144.13|31.64|175.77
Pago|2029878690|CLIENT_00594|241572321|813833947|AMDOCS|S9AA-0082867413|2026-07-09 00:00:00|PEN|142.32|25.62|167.93
Pago|2031188641|CLIENT_00178|69717575|309099501|AMDOCS|S1AA-0053002120|2026-07-13 00:00:00|PEN|21.53|3.88|25.41
Pago|2015163301|CLIENT_00402|258317531|409349067|AMDOCS|S4AA-0008479536|2026-07-13 00:00:00|PEN|65.20|11.74|76.93
Pago|2022314663|CLIENT_00530|52223795|620789857|AMDOCS|S9AA-0082733299|2026-07-13 00:00:00|PEN|105.65|19.02|124.67
Pago|2061273939|CLIENT_00449|680803031|320235257|AMDOCS|S7AA-0068454307|2026-07-13 00:00:00|PEN|67.92|12.23|80.15
Pago|2038028888|CLIENT_00404|685639431|280877957|AMDOCS|S8AA-0007842153|2026-07-14 00:00:00|PEN|20.47|3.68|24.15
Pago|1070278631|CLIENT_00787|38392116|173211606|AMDOCS|S9AA-0083211678|2026-07-14 00:00:00|PEN|132.83|23.91|156.73
Pago|2029415110|CLIENT_00821|87664306|461448857|AMDOCS|S9AA-0083174172|2026-07-22 00:00:00|PEN|20.71|3.72|24.43
Pago|2050544462|CLIENT_00635|17572385|717423306|AMDOCS|S9AA-0078469179|2026-07-01 00:00:00|PEN|5.37|1.18|6.55
Pago|2095961233|CLIENT_00635|17572385|717423306|AMDOCS|S9AA-0080515559|2026-07-01 00:00:00|PEN|1.89|.42|2.31
Pago|2016455428|CLIENT_00635|17572385|717423306|AMDOCS|S9AA-0079353926|2026-07-01 00:00:00|PEN|5.37|1.18|6.55
Pago|2015516321|CLIENT_00192|89345575|465296247|AMDOCS|S3AA-0079683311|2026-07-20 00:00:00|PEN|25.45|4.58|30.03
Pago|2034657582|CLIENT_00192|89345575|303701283|AMDOCS|S3AA-0079680252|2026-07-20 00:00:00|PEN|71.13|12.80|83.93
Pago|2084651658|CLIENT_00192|89345575|883265447|AMDOCS|S3AA-0079683560|2026-07-20 00:00:00|PEN|43.18|7.77|50.96
Pago|2078443893|CLIENT_00192|89345575|287892337|AMDOCS|S3AA-0079681942|2026-07-20 00:00:00|PEN|21.89|3.94|25.83
Pago|2011807911|CLIENT_00490|58474295|777752406|AMDOCS|S5AA-0081525909|2026-07-03 00:00:00|PEN|92.64|20.34|112.98
Pago|2007557329|CLIENT_00611|66318716|221040557|AMDOCS|S9AA-0083071880|2026-07-03 00:00:00|PEN|57.34|12.59|69.93
Pago|2091736052|CLIENT_00652|50693706|837264947|AMDOCS|S9AA-0082553763|2026-07-05 00:00:00|PEN|114.74|25.19|139.93
Pago|2052552788|CLIENT_00104|99098006|905422857|AMDOCS|S9AA-0083352283|2026-07-21 00:00:00|PEN|118.59|21.34|139.93
Pago|2006921470|CLIENT_00370|82556575|922762301|AMDOCS|S3AA-0078789452|2026-07-02 00:00:00|PEN|50.17|11.01|61.18
Pago|2008733174|CLIENT_00190|189280821|614471947|AMDOCS|S7AA-0068409372|2026-07-02 00:00:00|PEN|427.86|93.92|521.78
Pago|2010667974|CLIENT_00374|23831906|584819506|AMDOCS|S9AA-0082778953|2026-07-06 00:00:00|PEN|93.45|20.51|113.96
Pago|2016302673|CLIENT_00374|66011906|394819506|AMDOCS|S9AA-0083067431|2026-07-06 00:00:00|PEN|4.99|1.10|6.09
Pago|2096344575|CLIENT_00374|23831906|670819167|AMDOCS|S9AA-0082793476|2026-07-06 00:00:00|PEN|97.52|21.41|118.93
Pago|2068274598|CLIENT_00824|681257721|108906847|AMDOCS|S3AA-0079365045|2026-07-06 00:00:00|PEN|89.69|19.69|109.38
Pago|2035220905|CLIENT_00655|63347185|928267157|AMDOCS|S9AA-0082817014|2026-07-06 00:00:00|PEN|111.82|24.54|136.36
Pago|2044364855|CLIENT_00190|189280821|614471947|AMDOCS|S7AA-0069563572|2026-07-27 00:00:00|PEN|442.18|79.59|521.78
Pago|2081002593|CLIENT_00013|87633575|665087043|AMDOCS|S3AA-0079483565|2026-07-30 00:00:00|PEN|39.68|7.14|46.83
Pago|2025999508|CLIENT_00463|649332521|912571447|AMDOCS|S3AA-0080131251|2026-07-30 00:00:00|PEN|14.74|2.65|17.40
Pago|2009774683|CLIENT_00258|383387231|747803657|AMDOCS|S9AA-0083921511|2026-07-23 00:00:00|PEN|3.44|.62|4.07
Pago|2086192507|CLIENT_00462|846487901|940692657|AMDOCS|S9AA-0083628211|2026-07-23 00:00:00|PEN|3.44|.62|4.07
Pago|2010495535|CLIENT_00007|375143221|891428847|AMDOCS|S1AA-0053533499|2026-07-25 00:00:00|PEN|1.53|.27|1.80
Pago|2088171360|CLIENT_00941|79350575|166392023|AMDOCS|S1AA-0053692868|2026-07-31 00:00:00|PEN|9.77|1.76|11.52
Pago|2060011194|CLIENT_00188|377600331|938296657|AMDOCS|S8AA-0007697868|2026-07-22 00:00:00|PEN|17.05|3.07|20.13
Pago|2024278239|CLIENT_00821|87664306|340248857|AMDOCS|S9AA-0083174169|2026-07-22 00:00:00|PEN|20.71|3.72|24.43
Pago|2043681721|CLIENT_00013|87633575|665087043|AMDOCS|S3AA-0079274692|2026-07-01 00:00:00|PEN|38.40|8.43|46.83
Pago|2051775031|CLIENT_00190|37962116|069922606|AMDOCS|S5AA-0081439265|2026-07-08 00:00:00|PEN|2.67|.59|3.26
Pago|2079491823|CLIENT_00510|157860721|105625747|AMDOCS|S8AA-0007926971|2026-07-06 00:00:00|PEN|86.04|18.89|104.93
Pago|2052323757|CLIENT_00530|08180575|603244403|AMDOCS|S3AA-0079511077|2026-07-27 00:00:00|PEN|14.77|2.66|17.43
Pago|2078164501|CLIENT_00013|87633575|456087043|AMDOCS|S3AA-0079483566|2026-07-27 00:00:00|PEN|33.75|6.08|39.83
Pago|2072946039|CLIENT_00824|681257721|108906847|AMDOCS|S3AA-0079572255|2026-07-27 00:00:00|PEN|92.37|16.63|108.99
Pago|2035824652|CLIENT_00845|754602811|539811167|AMDOCS|S7AA-0069358274|2026-07-27 00:00:00|PEN|14.74|2.65|17.40
Pago|2090968967|CLIENT_00845|754602811|539811167|AMDOCS|S7AA-0069358274|2026-07-27 00:00:00|PEN|.03|.01|.04
Pago|2058621084|CLIENT_00845|754602811|539811167|AMDOCS|S7AA-0068200877|2026-07-27 00:00:00|PEN|10.37|1.87|12.24
Pago|2096228552|CLIENT_00845|754602811|539811167|AMDOCS|S7AA-0068200877|2026-07-27 00:00:00|PEN|39.81|7.17|46.98
Pago|2086527216|CLIENT_00877|455746231|783256957|AMDOCS|S4AA-0008485516|2026-07-30 00:00:00|PEN|79.79|14.36|94.15
Pago|2026835478|CLIENT_00711|22517785|454977306|AMDOCS|S5AA-0081067859|2026-07-30 00:00:00|PEN|148.96|26.81|175.77
Pago|2044143233|CLIENT_00821|87664306|966975067|AMDOCS|S9AA-0083880467|2026-06-23 00:00:00|PEN|2.00|.36|2.36
Pago|2013942122|CLIENT_00890|68757095|857480406|AMDOCS|S9AA-0083941347|2026-07-11 00:00:00|PEN|3.00|.54|3.54
Pago|2075773401|CLIENT_00638|60435406|584654506|AMDOCS|S9AA-0082092486|2026-07-20 00:00:00|PEN|121.76|21.92|143.68
Pago|2070139201|CLIENT_00121|44265806|093368506|AMDOCS|S9AA-0082880653|2026-07-14 00:00:00|PEN|16.61|2.99|19.60
Pago|2076795078|CLIENT_00121|07865806|414368506|AMDOCS|S9AA-0083101292|2026-07-14 00:00:00|PEN|16.55|2.98|19.53
Pago|2042920736|CLIENT_00121|39706806|604368506|AMDOCS|S9AA-0083296441|2026-07-14 00:00:00|PEN|22.54|4.06|26.60
Pago|2053888363|CLIENT_00121|22275575|578304917|AMDOCS|S1AA-0052650629|2026-07-14 00:00:00|PEN|24.44|4.40|28.84
Pago|2030030342|CLIENT_00121|06155806|893368506|AMDOCS|S9AA-0083016512|2026-07-14 00:00:00|PEN|83.05|14.95|98.00
Pago|2070455123|CLIENT_00121|79147306|164773506|AMDOCS|S9AA-0083330247|2026-07-14 00:00:00|PEN|86.02|15.48|101.50
Pago|2067095729|CLIENT_00388|18014575|075617973|AMDOCS|S1AA-0052908144|2026-07-14 00:00:00|PEN|62.29|11.21|73.50
Pago|2080922598|CLIENT_00881|25071785|808627306|AMDOCS|S5AA-0081285730|2026-07-01 00:00:00|PEN|115.89|25.44|141.33
Pago|2093186988|CLIENT_00881|25071785|132044757|AMDOCS|S5AA-0081290856|2026-07-01 00:00:00|PEN|91.78|20.15|111.93
Pago|2060453779|CLIENT_00792|08726575|286821993|AMDOCS|S1AA-0052282682|2026-07-01 00:00:00|PEN|57.86|12.70|70.56
Pago|2029122557|CLIENT_00474|83042575|629980903|AMDOCS|S7AA-0069185414|2026-07-31 00:00:00|PEN|49.18|8.85|58.03
Pago|2077874234|CLIENT_00013|87633575|956087043|AMDOCS|S3AA-0079483567|2026-07-31 00:00:00|PEN|46.21|8.32|54.53
Pago|2080795747|CLIENT_00687|842962221|389931837|AMDOCS|S1AA-0053356500|2026-06-27 00:00:00|PEN|.46|.08|.55
Pago|2018488844|CLIENT_00289|57537295|841052747|AMDOCS|S9AA-0083147157|2026-07-14 00:00:00|PEN|88.92|16.01|104.93
Pago|2063059506|CLIENT_00809|40727195|010068147|AMDOCS|S9AA-0082527282|2026-07-15 00:00:00|PEN|77.41|13.94|91.35
Pago|2021268298|CLIENT_00474|81624306|258533506|AMDOCS|S5AA-0081039488|2026-07-01 00:00:00|PEN|115.89|25.44|141.33
Pago|2023864744|CLIENT_00474|83042575|629980903|AMDOCS|S7AA-0068024931|2026-07-01 00:00:00|PEN|47.58|10.45|58.03
Pago|2050012017|CLIENT_00285|200191431|608796857|AMDOCS|S8AA-0007999449|2026-07-01 00:00:00|PEN|114.63|25.16|139.79
Pago|2069073026|CLIENT_00147|613385621|945667457|AMDOCS|S5AA-0081029003|2026-07-01 00:00:00|PEN|106.08|23.28|129.36
Pago|2068306876|CLIENT_00220|745363821|953106947|AMDOCS|S3AA-0078985196|2026-07-01 00:00:00|PEN|30.36|6.67|37.03
Pago|2093872994|CLIENT_00848|06261095|650720406|AMDOCS|S5AA-0082065545|2026-07-20 00:00:00|PEN|56.29|10.14|66.43
Pago|2098159442|CLIENT_00229|593385521|373943657|AMDOCS|S1AA-0053006726|2026-07-20 00:00:00|PEN|90.76|16.34|107.10
Pago|2091926130|CLIENT_00900|62273575|524273443|AMDOCS|S1AA-0052519782|2026-07-20 00:00:00|PEN|27.23|4.90|32.13
Pago|2033422262|CLIENT_00900|62273575|422273443|AMDOCS|S1AA-0052519781|2026-07-20 00:00:00|PEN|27.23|4.90|32.13
Pago|2083307919|CLIENT_00754|914343231|860755657|AMDOCS|S9AA-0082656456|2026-07-20 00:00:00|PEN|41.47|7.46|48.93
Pago|2074819724|CLIENT_00638|60435406|584654506|AMDOCS|S9AA-0082558170|2026-07-20 00:00:00|PEN|130.15|23.43|153.58
Pago|2090709847|CLIENT_00594|00573795|638904067|AMDOCS|S9AA-0082512960|2026-07-20 00:00:00|PEN|71.13|12.80|83.93
Pago|2062397864|CLIENT_00410|87777575|561737067|AMDOCS|S3AA-0079491531|2026-07-20 00:00:00|PEN|41.47|7.46|48.93
Pago|2072615472|CLIENT_00410|87777575|763541601|AMDOCS|S3AA-0079473637|2026-07-20 00:00:00|PEN|37.32|6.72|44.03
Pago|2063121146|CLIENT_00778|47558285|767682306|AMDOCS|S9AA-0083133914|2026-06-09 00:00:00|PEN|2.18|.48|2.66
Pago|2056392513|CLIENT_00374|23831906|584819506|AMDOCS|S9AA-0082778953|2026-06-19 00:00:00|PEN|3.13|.69|3.82
Pago|2069426660|CLIENT_00374|66011906|394819506|AMDOCS|S9AA-0083067431|2026-06-19 00:00:00|PEN|6.99|1.53|8.53
Pago|2022833976|CLIENT_00994|31979006|770501506|AMDOCS|S5AA-0081003096|2026-07-03 00:00:00|PEN|95.63|20.99|116.62
Pago|2033874362|CLIENT_00792|08726575|286821993|AMDOCS|S1AA-0052901700|2026-07-21 00:00:00|PEN|33.46|6.02|39.48
Pago|2070214710|CLIENT_00242|11783575|061961093|AMDOCS|S7AA-0067169028|2026-07-02 00:00:00|PEN|7.49|1.64|9.14
Pago|2088859624|CLIENT_00594|00573795|638904067|AMDOCS|S9AA-0082055161|2026-07-02 00:00:00|PEN|48.16|10.57|58.73
