SEGMENTO_PAIS|TIPO_DOCUMENTO|NUMERO_IDENTIFICACION_FISCAL|RAZON_SOCIAL|SUNAT_ESTADO_RUC|SUNAT_ESTADO_CONTRIBUYENTE|SUNAT_DEPARTAMENTO|SUNAT_PROVINCIA|SUNAT_DISTRITO
SEGMENTO_004|RUC|2077617839|CLIENT_00036|HABIDO|ACTIVO|LIMA|Lima|Lince
SEGMENTO_004|RUC|2091061273|CLIENT_00653|HABIDO|ACTIVO|TACNA|Tacna|Tacna
SEGMENTO_004|RUC|2024181924|CLIENT_00232|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2063036368|CLIENT_00951|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|La Perla
SEGMENTO_004|RUC|2080300027|CLIENT_00295|HABIDO|ACTIVO|MADRE DE DIOS|Tambopata|Tambopata
SEGMENTO_004|RUC|2013492248|CLIENT_00251|HABIDO|ACTIVO|JUNIN|Huancayo|Huancayo
SEGMENTO_004|RUC|2051127548|CLIENT_00931|HABIDO|ACTIVO|MADRE DE DIOS|Tambopata|Tambopata
SEGMENTO_004|RUC|2025606787|CLIENT_00057|HABIDO|ACTIVO|LIMA|Lima|Magdalena del Mar
SEGMENTO_004|RUC|2044366286|CLIENT_00796|HABIDO|ACTIVO|LIMA|Lima|San Juan de Lurigancho
SEGMENTO_004|RUC|2008582435|CLIENT_00170|NO HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2085588833|CLIENT_00578|HABIDO|ACTIVO|LIMA|Lima|San Borja
SEGMENTO_004|RUC|2015104553|CLIENT_00804|HABIDO|ACTIVO|LIMA|Lima|Villa El Salvador
SEGMENTO_004|RUC|2093540049|CLIENT_00323|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2053805361|CLIENT_00167|HABIDO|ACTIVO|AREQUIPA|Arequipa|Arequipa
SEGMENTO_004|RUC|2026613493|CLIENT_00916|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2017932836|CLIENT_00414|HABIDO|ACTIVO|LIMA|Lima|San Martín de Porres
SEGMENTO_004|RUC|2050364733|CLIENT_00579|HABIDO|ACTIVO|ANCASH|Santa|Chimbote
SEGMENTO_002|RUC|2026598806|CLIENT_00317|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2097410254|CLIENT_00451|HABIDO|ACTIVO|LAMBAYEQUE|Lambayeque|Mochumi
SEGMENTO_004|RUC|2035721731|CLIENT_00256|HABIDO|ACTIVO|LIMA|Lima|San Juan de Miraflores
SEGMENTO_004|RUC|2077987960|CLIENT_00607|HABIDO|BAJA DE OFICIO|LIMA|Lima|San Luis
SEGMENTO_004|RUC|2083295497|CLIENT_00376|HABIDO|ACTIVO|LIMA|Lima|Pueblo Libre
SEGMENTO_004|RUC|2027945288|CLIENT_00805|HABIDO|ACTIVO|LIMA|Lima|Comas
SEGMENTO_004|RUC|2067016446|CLIENT_00306|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2097534487|CLIENT_00856|HABIDO|ACTIVO|LIMA|Lima|La Victoria
SEGMENTO_004|RUC|2049062431|CLIENT_00233|HABIDO|ACTIVO|JUNIN|Huancayo|San Jerónimo de Tunan
SEGMENTO_004|RUC|2051804602|CLIENT_00482|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2071834507|CLIENT_00042|HABIDO|ACTIVO|LIMA|Lima|San Martín de Porres
SEGMENTO_002|RUC|2063773311|CLIENT_00701|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2096619821|CLIENT_00477|HABIDO|BAJA DE OFICIO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2042176157|CLIENT_00570|HABIDO|BAJA DE OFICIO|LIMA|Lima|San Juan de Lurigancho
SEGMENTO_002|RUC|2028712026|CLIENT_00204|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2019726332|CLIENT_00111|HABIDO|ACTIVO|LIMA|Lima|San Martín de Porres
SEGMENTO_004|RUC|2002657495|CLIENT_00013|HABIDO|BAJA DE OFICIO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2050562330|CLIENT_00282|HABIDO|ACTIVO|LIMA|Lima|San Juan de Lurigancho
SEGMENTO_004|RUC|2059508137|CLIENT_00794|HABIDO|ACTIVO|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2083487599|CLIENT_00850|HABIDO|BAJA DE OFICIO|PIURA|Piura|Piura
SEGMENTO_004|RUC|2015499295|CLIENT_00346|HABIDO|ACTIVO|LIMA|Lima|Ate
SEGMENTO_004|RUC|2007125725|CLIENT_00268|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2082202511|CLIENT_00338|HABIDO|ACTIVO|LIMA|Lima|San Juan de Lurigancho
SEGMENTO_004|RUC|2067006652|CLIENT_00878|HABIDO|ACTIVO|LIMA|Lima|Jesús María
SEGMENTO_004|RUC|2080971084|CLIENT_00348|HABIDO|ACTIVO|ICA|Chincha|Chincha Alta
SEGMENTO_004|RUC|2003621431|CLIENT_00120|HABIDO|ACTIVO|CAJAMARCA|San Ignacio|San Ignacio
SEGMENTO_004|RUC|2077915409|CLIENT_00992|HABIDO|ACTIVO|PIURA|Talara|Pariñas
SEGMENTO_004|RUC|2018136216|CLIENT_00957|HABIDO|ACTIVO|ANCASH|Huaraz|Huaraz
SEGMENTO_004|RUC|2033527809|CLIENT_00688|HABIDO|ACTIVO|HUANUCO|Huánuco|Huanuco
SEGMENTO_004|RUC|2016845190|CLIENT_00540|HABIDO|ACTIVO|LIMA|Lima|Santa Anita
SEGMENTO_004|RUC|2070236567|CLIENT_00464|HABIDO|ACTIVO|LIMA|Huaura|Huacho
SEGMENTO_004|RUC|2043149098|CLIENT_00027|HABIDO|SUSPENSION TEMPORAL|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2095085624|CLIENT_00622|HABIDO|SUSPENSION TEMPORAL|CUSCO|Cusco|Wanchaq
SEGMENTO_004|RUC|2018747210|CLIENT_00014|HABIDO|ACTIVO|LIMA|Lima|San Borja
SEGMENTO_004|RUC|2029512487|CLIENT_00825|HABIDO|ACTIVO|LIMA|Lima|San Borja
SEGMENTO_004|RUC|2099316748|CLIENT_00768|HABIDO|ACTIVO|LIMA|Lima|Barranco
SEGMENTO_004|RUC|2079928492|CLIENT_00284|HABIDO|ACTIVO|ICA|Ica|Ica
SEGMENTO_004|RUC|2040929331|CLIENT_00023|HABIDO|ACTIVO|JUNIN|Huancayo|Huancayo
SEGMENTO_004|RUC|2047640143|CLIENT_00114|HABIDO|ACTIVO|LAMBAYEQUE|Chiclayo|José Leonardo Ortiz
SEGMENTO_004|RUC|2000279692|CLIENT_00168|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Callao
SEGMENTO_004|RUC|2080580035|CLIENT_00442|HABIDO|ACTIVO|LIMA|Lima|Santa Anita
SEGMENTO_004|RUC|2031850278|CLIENT_00571|HABIDO|ACTIVO|LIMA|Lima|Independencia
SEGMENTO_004|RUC|2078953582|CLIENT_00546|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2078272562|CLIENT_00198|HABIDO|ACTIVO|LIMA|Lima|Lince
SEGMENTO_004|RUC|2029074419|CLIENT_00341|HABIDO|ACTIVO|JUNIN|Huancayo|El Tambo
SEGMENTO_004|RUC|2057769086|CLIENT_00950|HABIDO|ACTIVO|LIMA|Lima|La Molina
SEGMENTO_004|RUC|2099526768|CLIENT_00947|HABIDO|ACTIVO|LA LIBERTAD|Virú|Viru
SEGMENTO_004|RUC|2014166280|CLIENT_00551|HABIDO|ACTIVO|LIMA|Lima|Los Olivos
SEGMENTO_004|RUC|2093200767|CLIENT_00680|HABIDO|ACTIVO|LIMA|Lima|Lurigancho
SEGMENTO_004|RUC|2067641062|CLIENT_00563|HABIDO|ACTIVO|LIMA|Huaral|Chancay
SEGMENTO_004|RUC|2012916743|CLIENT_00424|HABIDO|ACTIVO|LIMA|Lima|La Victoria
SEGMENTO_004|RUC|2082057839|CLIENT_00554|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2001720617|CLIENT_00817|HABIDO|ACTIVO|LIMA|Lima|Ate
SEGMENTO_004|RUC|2043779813|CLIENT_00336|HABIDO|ACTIVO|LIMA|Lima|La Molina
SEGMENTO_004|RUC|2059026768|CLIENT_00729|HABIDO|ACTIVO|SAN MARTIN|San Martín|Tarapoto
SEGMENTO_002|RUC|2065026469|CLIENT_00218|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2039933423|CLIENT_00441|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2033958304|CLIENT_00921|HABIDO|ACTIVO|LAMBAYEQUE|Chiclayo|Chiclayo
SEGMENTO_004|RUC|2039728300|CLIENT_00575|HABIDO|ACTIVO|ICA|Nasca|Nasca
SEGMENTO_004|RUC|2063862131|CLIENT_00721|HABIDO|ACTIVO|LIMA|Lima|Villa María del Triunfo
SEGMENTO_004|RUC|2099531591|CLIENT_00529|HABIDO|ACTIVO|LIMA|Lima|Jesús María
SEGMENTO_002|RUC|2078066090|CLIENT_00801|HABIDO|ACTIVO|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2061505168|CLIENT_00879|HABIDO|ACTIVO|LIMA|Lima|Los Olivos
SEGMENTO_004|RUC|2031228249|CLIENT_00463|HABIDO|ACTIVO|LIMA|Lima|Los Olivos
SEGMENTO_004|RUC|2040502929|CLIENT_00235|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2015924484|CLIENT_00897|HABIDO|ACTIVO|AREQUIPA|Arequipa|Arequipa
SEGMENTO_004|RUC|2045782704|CLIENT_00628|HABIDO|ACTIVO|LIMA|Lima|San Borja
SEGMENTO_004|RUC|2096049962|CLIENT_01000|HABIDO|ACTIVO|SAN MARTIN|Tocache|Tocache
SEGMENTO_004|RUC|2059937005|CLIENT_00054|HABIDO|ACTIVO|LIMA|Lima|La Victoria
SEGMENTO_002|RUC|2079795130|CLIENT_00710|HABIDO|ACTIVO|LIMA|Lima|La Victoria
SEGMENTO_004|RUC|2015336861|CLIENT_00247|HABIDO|ACTIVO|LIMA|Lima|Los Olivos
SEGMENTO_004|RUC|2070874147|CLIENT_00128|HABIDO|ACTIVO|PIURA|Talara|Pariñas
SEGMENTO_002|RUC|2000467776|CLIENT_00136|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2031708273|CLIENT_00450|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2032205889|CLIENT_00480|HABIDO|ACTIVO|LIMA|Lima|San Borja
SEGMENTO_004|RUC|2061497280|CLIENT_00329|HABIDO|ACTIVO|APURIMAC|Abancay|Abancay
SEGMENTO_004|RUC|2039981438|CLIENT_00052|HABIDO|ACTIVO|AYACUCHO|Huamanga|Andrés Avelino Cáceres Dorregaray
SEGMENTO_004|RUC|2004941501|CLIENT_00776|HABIDO|ACTIVO|LIMA|Lima|San Martín de Porres
SEGMENTO_004|RUC|2004899141|CLIENT_00494|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2022997625|CLIENT_00266|HABIDO|ACTIVO|LIMA|Lima|Lurigancho
SEGMENTO_004|RUC|2045425222|CLIENT_00363|HABIDO|ACTIVO|CAJAMARCA|Cajamarca|Cajamarca
SEGMENTO_004|RUC|2001341193|CLIENT_00816|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2072116766|CLIENT_00888|HABIDO|SUSPENSION TEMPORAL|LA LIBERTAD|Virú|Viru
SEGMENTO_004|RUC|2087931136|CLIENT_00555|HABIDO|ACTIVO|LIMA|Lima|La Victoria
SEGMENTO_004|RUC|2042601129|CLIENT_00965|HABIDO|ACTIVO|AREQUIPA|Arequipa|Jacobo Hunter
SEGMENTO_004|RUC|2025118840|CLIENT_00912|HABIDO|ACTIVO|ANCASH|Casma|Casma
SEGMENTO_004|RUC|2007442327|CLIENT_00253|HABIDO|ACTIVO|LIMA|Lima|San Juan de Lurigancho
SEGMENTO_004|RUC|2014706556|CLIENT_00993|HABIDO|ACTIVO|LIMA|Lima|Chorrillos
SEGMENTO_004|RUC|2064617159|CLIENT_00426|HABIDO|BAJA DE OFICIO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2026743546|CLIENT_00858|HABIDO|BAJA DE OFICIO|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2048390773|CLIENT_00150|HABIDO|ACTIVO|LIMA|Lima|Pachacamac
SEGMENTO_004|RUC|2006257040|CLIENT_00405|HABIDO|ACTIVO|LIMA|Lima|Ate
SEGMENTO_004|RUC|2044945705|CLIENT_00960|HABIDO|ACTIVO|AREQUIPA|Arequipa|Arequipa
SEGMENTO_004|RUC|2094098136|CLIENT_00955|HABIDO|ACTIVO|CAJAMARCA|Chota|Chota
SEGMENTO_004|RUC|2082130032|CLIENT_00923|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2063015584|CLIENT_00588|NO HABIDO|BAJA DE OFICIO|UCAYALI|Atalaya|Raymondi
SEGMENTO_004|RUC|2013942122|CLIENT_00890|HABIDO|ACTIVO|ICA|Chincha|Pueblo Nuevo
SEGMENTO_004|RUC|2034781506|CLIENT_00066|HABIDO|ACTIVO|LIMA|Lima|San Miguel
SEGMENTO_004|RUC|2064887435|CLIENT_00142|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2079362481|CLIENT_00175|HABIDO|ACTIVO|LIMA|Lima|Ate
SEGMENTO_004|RUC|2087905445|CLIENT_00039|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Callao
SEGMENTO_004|RUC|2090318936|CLIENT_00333|HABIDO|ACTIVO|LIMA|Lima|San Borja
SEGMENTO_004|RUC|2066717944|CLIENT_00082|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Carmen de la Legua Reynoso
SEGMENTO_004|RUC|2011315139|CLIENT_00002|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2053555214|CLIENT_00159|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2069073026|CLIENT_00147|HABIDO|ACTIVO|SAN MARTIN|San Martín|Tarapoto
SEGMENTO_004|RUC|2093963249|CLIENT_00250|HABIDO|ACTIVO|HUANUCO|Huánuco|Huanuco
SEGMENTO_004|RUC|2042702801|CLIENT_00657|HABIDO|ACTIVO|PIURA|Sullana|Sullana
SEGMENTO_004|RUC|2064819637|CLIENT_00608|HABIDO|ACTIVO|PUNO|San Román|Juliaca
SEGMENTO_004|RUC|2093993320|CLIENT_00458|HABIDO|BAJA DE OFICIO|CUSCO|Cusco|Cusco
SEGMENTO_004|RUC|2022095080|CLIENT_00127|HABIDO|ACTIVO|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2097480168|CLIENT_00884|HABIDO|ACTIVO|LIMA|Lima|Rímac
SEGMENTO_004|RUC|2074315436|CLIENT_00865|HABIDO|ACTIVO|LIMA|Lima|La Molina
SEGMENTO_004|RUC|2088121602|CLIENT_00904|HABIDO|ACTIVO|LIMA|Lima|San Luis
SEGMENTO_004|RUC|2008268577|CLIENT_00288|HABIDO|ACTIVO|LIMA|Lima|San Miguel
SEGMENTO_004|RUC|2088717616|CLIENT_00246|HABIDO|ACTIVO|LIMA|Lima|La Victoria
SEGMENTO_004|RUC|2016704268|CLIENT_00609|HABIDO|ACTIVO|CUSCO|Cusco|Santiago
SEGMENTO_004|RUC|2016738253|CLIENT_00320|HABIDO|ACTIVO|SAN MARTIN|Bellavista|Bellavista
SEGMENTO_004|RUC|2028216422|CLIENT_00862|HABIDO|ACTIVO|LIMA|Lima|Chorrillos
SEGMENTO_004|RUC|2098337123|CLIENT_00365|HABIDO|ACTIVO|LAMBAYEQUE|Chiclayo|Chiclayo
SEGMENTO_004|RUC|2022642503|CLIENT_00537|HABIDO|BAJA DE OFICIO|LIMA|Lima|Ate
SEGMENTO_002|RUC|2025935157|CLIENT_00401|HABIDO|ACTIVO|LIMA|Lima|Ate
SEGMENTO_004|RUC|2040655923|CLIENT_00296|HABIDO|ACTIVO|LIMA|Lima|San Juan de Miraflores
SEGMENTO_004|RUC|2098018480|CLIENT_00702|HABIDO|BAJA DE OFICIO|LIMA|Lima|Villa El Salvador
SEGMENTO_004|RUC|2092787042|CLIENT_00603|HABIDO|ACTIVO|LIMA|Lima|Ate
SEGMENTO_004|RUC|2056088591|CLIENT_00160|HABIDO|ACTIVO|LIMA|Barranca|Supe
SEGMENTO_004|RUC|2000357153|CLIENT_00510|HABIDO|ACTIVO|LIMA|Lima|San Miguel
SEGMENTO_004|RUC|2054297630|CLIENT_00621|HABIDO|ACTIVO|LIMA|Lima|Surquillo
SEGMENTO_004|RUC|2052913932|CLIENT_00961|HABIDO|ACTIVO|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2011804641|CLIENT_00396|HABIDO|ACTIVO|ICA|Pisco|San Clemente
SEGMENTO_004|RUC|2007557329|CLIENT_00611|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Victor Larco Herrera
SEGMENTO_004|RUC|2024833165|CLIENT_00853|HABIDO|ACTIVO|ANCASH|Santa|Chimbote
SEGMENTO_004|RUC|2071502889|CLIENT_00952|HABIDO|ACTIVO|LIMA|Lima|San Borja
SEGMENTO_004|RUC|2007602207|CLIENT_00823|HABIDO|ACTIVO|LIMA|Lima|San Miguel
SEGMENTO_004|RUC|2000829287|CLIENT_00703|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2060928654|CLIENT_00894|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|El Porvenir
SEGMENTO_004|RUC|2014633151|CLIENT_00387|HABIDO|ACTIVO|PIURA|Piura|Castilla
SEGMENTO_004|RUC|2083215398|CLIENT_00564|HABIDO|ACTIVO|CAJAMARCA|Cajamarca|Cajamarca
SEGMENTO_004|RUC|2081309251|CLIENT_00433|HABIDO|ACTIVO|ICA|Ica|Ica
SEGMENTO_003|RUC|2080037559|CLIENT_00735|HABIDO|ACTIVO|LA LIBERTAD|Chepén|Chepen
SEGMENTO_004|RUC|2041539406|CLIENT_00077|HABIDO|ACTIVO|CUSCO|Cusco|Cusco
SEGMENTO_004|RUC|2015428590|CLIENT_00696|HABIDO|ACTIVO|CAJAMARCA|Cajamarca|Cajamarca
SEGMENTO_004|RUC|2045297496|CLIENT_00763|HABIDO|ACTIVO|LIMA|Lima|La Victoria
SEGMENTO_004|RUC|2074037343|CLIENT_00670|HABIDO|ACTIVO|LIMA|Lima|Jesús María
SEGMENTO_004|RUC|2070061501|CLIENT_00344|HABIDO|ACTIVO|LIMA|Lima|Ate
SEGMENTO_004|RUC|2084339331|CLIENT_00536|HABIDO|ACTIVO|SAN MARTIN|San Martín|La Banda de Shilcayo
SEGMENTO_004|RUC|2001115330|CLIENT_00908|HABIDO|ACTIVO|LIMA|Lima|La Molina
SEGMENTO_002|RUC|2010441811|CLIENT_00839|HABIDO|ACTIVO|LIMA|Lima|Ate
SEGMENTO_002|RUC|2077664976|CLIENT_00134|HABIDO|ACTIVO|SAN MARTIN|San Martín|Tarapoto
SEGMENTO_004|RUC|2087681453|CLIENT_00859|HABIDO|ACTIVO|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2052552788|CLIENT_00104|HABIDO|ACTIVO|CUSCO|Cusco|Wanchaq
SEGMENTO_004|RUC|2029095052|CLIENT_00476|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_002|RUC|2051657671|CLIENT_00660|HABIDO|ACTIVO|LIMA|Lima|San Borja
SEGMENTO_004|RUC|2004540046|CLIENT_00773|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2014431588|CLIENT_00437|HABIDO|ACTIVO|CUSCO|Cusco|Cusco
SEGMENTO_004|RUC|2031756935|CLIENT_00484|HABIDO|ACTIVO|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2028013190|CLIENT_00683|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2083488968|CLIENT_00506|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2049019784|CLIENT_00811|HABIDO|ACTIVO|ICA|Nasca|Nasca
SEGMENTO_004|RUC|2009112149|CLIENT_00532|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2019210260|CLIENT_00852|HABIDO|ACTIVO|UCAYALI|Coronel Portillo|Calleria
SEGMENTO_004|RUC|2010399017|CLIENT_00723|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2079459148|CLIENT_00345|HABIDO|ACTIVO|LA LIBERTAD|Trujillo|Trujillo
SEGMENTO_004|RUC|2070952060|CLIENT_00669|HABIDO|ACTIVO|CALLAO|Prov. Const. del Callao|Callao
SEGMENTO_004|RUC|2034895152|CLIENT_00378|HABIDO|ACTIVO|CAJAMARCA|Cajamarca|Cajamarca
SEGMENTO_004|RUC|2020052100|CLIENT_00534|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2057929173|CLIENT_00899|HABIDO|ACTIVO|CUSCO|Chumbivilcas|Livitaca
SEGMENTO_004|RUC|2093437777|CLIENT_00436|NO HABIDO|ACTIVO|UCAYALI|Coronel Portillo|Yarinacocha
SEGMENTO_004|RUC|2029762900|CLIENT_00838|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2099090721|CLIENT_00528|HABIDO|ACTIVO|CUSCO|Cusco|Wanchaq
SEGMENTO_004|RUC|2029921832|CLIENT_00162|HABIDO|ACTIVO|LIMA|Lima|Lince
SEGMENTO_004|RUC|2068760918|CLIENT_00496|HABIDO|ACTIVO|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2027256336|CLIENT_00122|HABIDO|ACTIVO|LORETO|Maynas|Punchana
SEGMENTO_004|RUC|2088634271|CLIENT_00692|HABIDO|ACTIVO|AREQUIPA|Arequipa|Sachaca
SEGMENTO_004|RUC|2017763650|CLIENT_00236|HABIDO|ACTIVO|LIMA|Lima|San Martín de Porres
SEGMENTO_004|RUC|2025253491|CLIENT_00095|HABIDO|ACTIVO|LIMA|Lima|Villa El Salvador
SEGMENTO_004|RUC|2093258591|CLIENT_00642|HABIDO|SUSPENSION TEMPORAL|HUANUCO|Huánuco|Amarilis
SEGMENTO_003|RUC|2072848608|CLIENT_00545|HABIDO|ACTIVO|TUMBES|Tumbes|Tumbes
SEGMENTO_004|RUC|2079967938|CLIENT_00325|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2061219681|CLIENT_00327|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2047556447|CLIENT_00117|HABIDO|ACTIVO|LIMA|Lima|San Martín de Porres
SEGMENTO_004|RUC|2072175636|CLIENT_00148|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2012162297|CLIENT_00079|HABIDO|ACTIVO|PIURA|Sullana|Marcavelica
SEGMENTO_004|RUC|2083087437|CLIENT_00371|HABIDO|ACTIVO|LIMA|Lima|San Martín de Porres
SEGMENTO_004|RUC|2049199295|CLIENT_00421|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2021187015|CLIENT_00146|HABIDO|ACTIVO|UCAYALI|Coronel Portillo|Calleria
SEGMENTO_004|RUC|2081245613|CLIENT_00129|HABIDO|ACTIVO|CUSCO|Cusco|Cusco
SEGMENTO_004|RUC|2036223175|CLIENT_00279|HABIDO|ACTIVO|SAN MARTIN|San Martín|Tarapoto
SEGMENTO_004|RUC|2072719850|CLIENT_00681|HABIDO|ACTIVO|UCAYALI|Coronel Portillo|Calleria
SEGMENTO_004|RUC|2078922170|CLIENT_00227|HABIDO|ACTIVO|AMAZONAS|Utcubamba|Bagua Grande
SEGMENTO_004|RUC|2067382285|CLIENT_00906|HABIDO|ACTIVO|LIMA|Lima|Los Olivos
SEGMENTO_003|RUC|2052112366|CLIENT_00307|HABIDO|ACTIVO|SAN MARTIN|Moyobamba|Moyobamba
SEGMENTO_004|RUC|2052019028|CLIENT_00034|HABIDO|ACTIVO|LIMA|Lima|Miraflores
SEGMENTO_004|RUC|2092693113|CLIENT_00172|HABIDO|ACTIVO|LIMA|Lima|San Luis
SEGMENTO_004|RUC|2044789187|CLIENT_00896|HABIDO|ACTIVO|ICA|Chincha|Chincha Alta
SEGMENTO_004|RUC|2021869954|CLIENT_00918|HABIDO|ACTIVO|PUNO|San Román|Juliaca
SEGMENTO_004|RUC|2091534039|CLIENT_00872|HABIDO|ACTIVO|CUSCO|Cusco|Cusco
SEGMENTO_004|RUC|2081081601|CLIENT_00009|HABIDO|ACTIVO|APURIMAC|Andahuaylas|San Jerónimo
SEGMENTO_004|RUC|2058008787|CLIENT_00188|HABIDO|ACTIVO|LIMA|Lima|Santiago de Surco
SEGMENTO_004|RUC|2020514932|CLIENT_00614|HABIDO|ACTIVO|LIMA|Lima|Chorrillos
SEGMENTO_004|RUC|2014846070|CLIENT_00340|HABIDO|ACTIVO|LIMA|Lima|Puente Piedra
SEGMENTO_004|RUC|2086451533|CLIENT_00402|HABIDO|ACTIVO|CAJAMARCA|Cajamarca|San Juan
SEGMENTO_004|RUC|2037677145|CLIENT_00229|HABIDO|BAJA DE OFICIO|ICA|Ica|Parcona
SEGMENTO_004|RUC|2070214710|CLIENT_00242|HABIDO|ACTIVO|LIMA|Lima|Villa María del Triunfo
SEGMENTO_004|RUC|2076613247|CLIENT_00440|HABIDO|ACTIVO|ANCASH|Santa|Chimbote
SEGMENTO_004|RUC|2044848650|CLIENT_00187|HABIDO|ACTIVO|LIMA|Lima|San Isidro
SEGMENTO_004|RUC|2009085356|CLIENT_00640|HABIDO|ACTIVO|LIMA|Lima|La Victoria
SEGMENTO_002|RUC|2090837613|CLIENT_00803|HABIDO|ACTIVO|LIMA|Lima|Ate
SEGMENTO_004|RUC|2066104589|CLIENT_00649|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2076630547|CLIENT_00041|HABIDO|ACTIVO|ICA|Ica|San Juan Bautista
SEGMENTO_004|RUC|2011033410|CLIENT_00556|HABIDO|ACTIVO|LIMA|Lima|Los Olivos
SEGMENTO_002|RUC|2088537697|CLIENT_00972|HABIDO|ACTIVO|ANCASH|Huaraz|Huaraz
SEGMENTO_004|RUC|2057932564|CLIENT_00902|HABIDO|ACTIVO|AREQUIPA|Arequipa|José Luis Bustamante Y Rivero
SEGMENTO_004|RUC|2084915354|CLIENT_00997|HABIDO|ACTIVO|AREQUIPA|Arequipa|Paucarpata
SEGMENTO_004|RUC|2045269682|CLIENT_00521|HABIDO|ACTIVO|LIMA|Lima|Los Olivos
SEGMENTO_004|RUC|2017146912|CLIENT_00882|HABIDO|ACTIVO|LIMA|Lima|Villa María del Triunfo
SEGMENTO_004|RUC|2093830022|CLIENT_00544|HABIDO|ACTIVO|LIMA|Lima|Lima
SEGMENTO_004|RUC|2090408902|CLIENT_00331|HABIDO|ACTIVO|CAJAMARCA|Cajamarca|Cajamarca
